CASRN,Substance name,HSNO code,HSNO classification text,GHS translation
100-97-0,"1,3,5,7-Tetraazatricyclo[3.3.1.13,7]decane",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
100-97-0,"1,3,5,7-Tetraazatricyclo[3.3.1.13,7]decane",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
100-97-0,"1,3,5,7-Tetraazatricyclo[3.3.1.13,7]decane",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
100-97-0,"1,3,5,7-Tetraazatricyclo[3.3.1.13,7]decane",6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1
100-97-0,"1,3,5,7-Tetraazatricyclo[3.3.1.13,7]decane",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
100-97-0,"1,3,5,7-Tetraazatricyclo[3.3.1.13,7]decane",9.3C,Harmful to terrestrial vertebrates,
100-99-2,Triisobutylaluminum,4.2A,Spontaneously Combustible Substances: pyrophoric substances: high hazard,GHS: Pyrophoric substances - Category 1
100-99-2,Triisobutylaluminum,4.3A,Solids that emit flammable gas when in contact with water: high hazard,"GHS: Substances and mixtures, which in contact with water, emit flammable gases - Category 1"
10004-44-1,Hymexazol,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10004-44-1,Hymexazol,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
10004-44-1,Hymexazol,9.1C (algal),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
10004-44-1,Hymexazol,9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
10004-44-1,Hymexazol,9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
10004-44-1,Hymexazol,9.3C,Harmful to terrestrial vertebrates,
10016-20-3,Alfadex,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
1002-16-0,Amyl Nitrate,3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
1002-16-0,Amyl Nitrate,6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4
1002-16-0,Amyl Nitrate,9.1B (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
1002-16-0,Amyl Nitrate,9.1B (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
1002-16-0,Amyl Nitrate,9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
1002-62-6,"Decanoic acid, sodium salt",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
10022-31-8,"Nitric acid, barium salt",5.1.1B,Oxidising substances that are liquids or solids: medium hazard,GHS: Oxidizing liquids/solids - Category 2
10022-31-8,"Nitric acid, barium salt",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10022-31-8,"Nitric acid, barium salt",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
10022-31-8,"Nitric acid, barium salt",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
10022-31-8,"Nitric acid, barium salt",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
10022-31-8,"Nitric acid, barium salt",9.3B,Ecotoxic to terrestrial vertebrates,
10022-66-9,"Potassium osmate, dihydrate",5.1.1B,Oxidising substances that are liquids or solids: medium hazard,GHS: Oxidizing liquids/solids - Category 2
10022-66-9,"Potassium osmate, dihydrate",6.1C (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 3
10022-66-9,"Potassium osmate, dihydrate",6.1C (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 3
10022-66-9,"Potassium osmate, dihydrate",6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3
10022-66-9,"Potassium osmate, dihydrate",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
10022-66-9,"Potassium osmate, dihydrate",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
10022-66-9,"Potassium osmate, dihydrate",9.3B,Ecotoxic to terrestrial vertebrates,
10022-68-1,Cadmium nitrate tetrahydrate,6.1D (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 4
10022-68-1,Cadmium nitrate tetrahydrate,6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4
10022-68-1,Cadmium nitrate tetrahydrate,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10022-68-1,Cadmium nitrate tetrahydrate,9.3C,Harmful to terrestrial vertebrates,
10024-97-2,Nitrous oxide,5.1.2A,Oxidising substances that are gases,GHS: Oxidizing gases - Category 1
10024-97-2,Nitrous oxide,6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2
10024-97-2,Nitrous oxide,6.9B (inhalation),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
10025-65-7,Platinum (II) chloride,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
10025-65-7,Platinum (II) chloride,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
10025-65-7,Platinum (II) chloride,6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1
10025-65-7,Platinum (II) chloride,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
10025-67-9,Disulphur dichloride,6.1A (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 1
10025-67-9,Disulphur dichloride,6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3
10025-67-9,Disulphur dichloride,8.2A,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1A
10025-67-9,Disulphur dichloride,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
10025-67-9,Disulphur dichloride,9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
10025-67-9,Disulphur dichloride,9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
10025-67-9,Disulphur dichloride,9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
10025-69-1,"Tin (II) chloride, dihydrate",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10025-69-1,"Tin (II) chloride, dihydrate",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
10025-69-1,"Tin (II) chloride, dihydrate",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
10025-69-1,"Tin (II) chloride, dihydrate",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
10025-69-1,"Tin (II) chloride, dihydrate",9.3C,Harmful to terrestrial vertebrates,
10025-70-4,"Strontium chloride, hexahydrate",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10025-70-4,"Strontium chloride, hexahydrate",9.3B,Ecotoxic to terrestrial vertebrates,
10025-73-7,Chromium chloride,6.1A (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 1
10025-73-7,Chromium chloride,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10025-73-7,Chromium chloride,9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
10025-73-7,Chromium chloride,9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
10025-73-7,Chromium chloride,9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
10025-73-7,Chromium chloride,9.3B,Ecotoxic to terrestrial vertebrates,
10025-77-1,Ferric chloride,6.1D (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 4
10025-77-1,Ferric chloride,6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4
10025-77-1,Ferric chloride,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10025-77-1,Ferric chloride,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
10025-77-1,Ferric chloride,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
10025-77-1,Ferric chloride,9.3C,Harmful to terrestrial vertebrates,
10025-78-2,Trichlorosilane,3.1A,Flammable Liquids: very high hazard,GHS: Flammable liquids - Category 1
10025-78-2,Trichlorosilane,6.1A (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 1
10025-78-2,Trichlorosilane,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10025-78-2,Trichlorosilane,8.2A,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1A
10025-78-2,Trichlorosilane,9.3A,Very ecotoxic to terrestrial vertebrates,
10025-87-3,Phosphoryl chloride,6.1B (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 2
10025-87-3,Phosphoryl chloride,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10025-87-3,Phosphoryl chloride,6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
10025-87-3,Phosphoryl chloride,8.2B,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1B
10025-87-3,Phosphoryl chloride,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
10025-91-9,Antimony (III) chloride,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
10025-91-9,Antimony (III) chloride,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
10025-91-9,Antimony (III) chloride,9.1B (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
10025-91-9,Antimony (III) chloride,9.1B (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
10025-91-9,Antimony (III) chloride,9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
10026-04-7,"Silane, tetrachloro-",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
10026-04-7,"Silane, tetrachloro-",8.2B,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1B
10026-04-7,"Silane, tetrachloro-",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
10026-06-9,"Tin (IV) chloride, pentahydrate",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
10026-06-9,"Tin (IV) chloride, pentahydrate",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
10026-07-0,Tellurium chloride,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
10026-07-0,Tellurium chloride,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
10026-11-6,"Zirconium (IV) chloride, anhydrous",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10026-11-6,"Zirconium (IV) chloride, anhydrous",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
10026-11-6,"Zirconium (IV) chloride, anhydrous",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
10026-11-6,"Zirconium (IV) chloride, anhydrous",9.3C,Harmful to terrestrial vertebrates,
10026-12-7,Niobium (V) chloride,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10026-12-7,Niobium (V) chloride,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
10026-12-7,Niobium (V) chloride,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
10026-12-7,Niobium (V) chloride,9.3C,Harmful to terrestrial vertebrates,
10026-13-8,Phosphorus pentachloride,6.1B (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 2
10026-13-8,Phosphorus pentachloride,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10026-13-8,Phosphorus pentachloride,6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
10026-13-8,Phosphorus pentachloride,8.2B,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1B
10026-13-8,Phosphorus pentachloride,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
10026-22-9,"Cobalt (II) nitrate, hexahydrate",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10026-22-9,"Cobalt (II) nitrate, hexahydrate",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
10026-22-9,"Cobalt (II) nitrate, hexahydrate",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2
10026-24-1,"Cobalt sulphate, heptahydrate",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10026-24-1,"Cobalt sulphate, heptahydrate",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
10026-24-1,"Cobalt sulphate, heptahydrate",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
10026-24-1,"Cobalt sulphate, heptahydrate",6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1
10026-24-1,"Cobalt sulphate, heptahydrate",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
10026-24-1,"Cobalt sulphate, heptahydrate",6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2
10026-24-1,"Cobalt sulphate, heptahydrate",6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2
10026-24-1,"Cobalt sulphate, heptahydrate",6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
10026-24-1,"Cobalt sulphate, heptahydrate",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
10026-24-1,"Cobalt sulphate, heptahydrate",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
10026-24-1,"Cobalt sulphate, heptahydrate",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
10026-24-1,"Cobalt sulphate, heptahydrate",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
10026-24-1,"Cobalt sulphate, heptahydrate",9.3B,Ecotoxic to terrestrial vertebrates,
10028-22-5,"Sulfuric acid, iron (III) salt",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10028-24-7,"Sodium phosphate, dihydrate",6.1E (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 5
10028-24-7,"Sodium phosphate, dihydrate",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
10028-24-7,"Sodium phosphate, dihydrate",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
1003-03-8,Cyclopentylamine,3.1B,Flammable Liquids: high hazard,GHS: Flammable liquids - Category 2
1003-03-8,Cyclopentylamine,6.1C (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 3
1003-03-8,Cyclopentylamine,6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3
1003-03-8,Cyclopentylamine,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
1003-03-8,Cyclopentylamine,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
1003-03-8,Cyclopentylamine,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
1003-03-8,Cyclopentylamine,9.3B,Ecotoxic to terrestrial vertebrates,
1003-09-4,2-Bromothiophene,3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
1003-38-9,"2,5-Dimethyltetrahydrofuran",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
10031-22-8,Lead (II) bromide,6.1D (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 4
10031-22-8,Lead (II) bromide,6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4
10031-22-8,Lead (II) bromide,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10031-22-8,Lead (II) bromide,6.8A,Known or presumed human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 1
10031-22-8,Lead (II) bromide,6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
10031-22-8,Lead (II) bromide,9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
10031-22-8,Lead (II) bromide,9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
10031-22-8,Lead (II) bromide,9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
10031-22-8,Lead (II) bromide,9.3C,Harmful to terrestrial vertebrates,
10031-43-3,"Copper (II) nitrate, trihydrate",5.1.1B,Oxidising substances that are liquids or solids: medium hazard,GHS: Oxidizing liquids/solids - Category 2
10031-43-3,"Copper (II) nitrate, trihydrate",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10031-43-3,"Copper (II) nitrate, trihydrate",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
10031-43-3,"Copper (II) nitrate, trihydrate",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
10031-43-3,"Copper (II) nitrate, trihydrate",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
10031-43-3,"Copper (II) nitrate, trihydrate",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
10031-43-3,"Copper (II) nitrate, trihydrate",9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
10031-43-3,"Copper (II) nitrate, trihydrate",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
10031-43-3,"Copper (II) nitrate, trihydrate",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
10031-43-3,"Copper (II) nitrate, trihydrate",9.3C,Harmful to terrestrial vertebrates,
10031-82-0,4-Ethoxybenzaldehyde,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
10034-81-8,"Perchloric acid, magnesium salt",5.1.1B,Oxidising substances that are liquids or solids: medium hazard,GHS: Oxidizing liquids/solids - Category 2
10034-81-8,"Perchloric acid, magnesium salt",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
10034-81-8,"Perchloric acid, magnesium salt",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
10034-81-8,"Perchloric acid, magnesium salt",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
